SKU,Title,PermalinkUrl,CategoryName,RetailPrice,SellPrice,ShipingPrice,CostPrice,LikePrice,ShortDescription,LongDescription,Stock,Weight,FileName,FileName_1,FileName_2,FileName_3,YouTubeUrl,IsActive,IsVatFree,MoreCategories,FilterData,InternalSKU
OJ9BFI4Z1K,"שרוול פיברוז 65 מ""מ   כשר",עותק-של-שרוול-פיברוז-65-ממ-כשר,שרוולים לנקניקים,35,0,0,2.5,,"90 מ""מ 3 יחידות. לנקניקים מבושלים כמו מורטודלה",". מתאים לכל הסוגים הנקניקים מבושלים, מעושנים ויבשים",,,https://cdna.wobily.com/images/84d3e8d0-9c65-442b-97aa-6b6f168a693c.jpg,https://cdna.wobily.com/images/4d478235-fad7-4d23-bce7-270dad0dac56.jpg,,,,True,False,שרוולים פיברוז; שרוולים כשרים; ,,
DK16L6P4EI,ערכת סו ויד  Beginner,ערכת-סו-ויד-Beginner,ערכות הסו ויד,899,0,0,,,,"אם תמיד חלמתם לבשל כמו שפים במסעדות הטובות בעולם, ערכת הסו-ויד של EatMeat היא הדרך הקלה, המדויקת והמקצועית להתחיל את המסע הקולינרי שלכם.<div>הערכה מושלמת גם למתחילים וגם למנוסים שרוצים לשדרג את הבישול הביתי שלהם לרמה מקצועית.</div><div>&nbsp;</div><div>&nbsp;</div><div>&nbsp;</div><div>במארז שלנו תמצאו כל מה שצריך בשביל להתחיל לבשל בסו ויד:</div><div>&nbsp;</div><div>מכשיר סו ויד עוצמתי 1200W מבית &ldquo;Eat Meat&rdquo;</div><div>מכונת ואקום בייתחת CircuSealer</div><div>2 גליל שקיות וואקום 20*500 ס&rdquo;מ</div><div>&nbsp;</div>",,0.0,https://cdna.wobily.com/images/71a01fef-649b-46a4-b7d7-cd4210a9c1f7.jpg,,,,,True,False,סו-ויד ועביזרים; ,,
7DUVHHYC5U,ערכת סו ויד  Professional,ערכת-סו-ויד-Professional,ערכות הסו ויד,1169,0,0,,,,"אם תמיד חלמתם לבשל כמו שפים במסעדות הטובות בעולם, ערכת הסו-ויד של EatMeat היא הדרך הקלה, המדויקת והמקצועית להתחיל את המסע הקולינרי שלכם.<div>הערכה מושלמת גם למתחילים וגם למנוסים שרוצים לשדרג את הבישול הביתי שלהם לרמה מקצועית.</div><div>במארז שלנו תמצאו כל מה שצריך בשביל להתחיל לבשל בסו ויד:</div><div>מכשיר סו ויד עוצמתי 1200W מבית &ldquo;Eat Meat&rdquo;</div><div>מכונת ואקום בייתחת CircuSealer</div><div>2 גלילים שקיות וואקום 20*500 ס&rdquo;מ</div><div>&nbsp;מיכל לבישול 11 ליטר</div><div>3 משקולות נגד ציפה</div>",,0.0,https://cdna.wobily.com/images/212a2192-1ae5-4c1a-91d9-9ae9920505f0.png,,,,,True,False,סו-ויד ועביזרים; ,,
0OSUHFD8PZZ28AJ,פוספט למזון,פוספט,תוספי מזון,20,0,0,14.0,,500 גרם,,0.0,0.5,https://cdna.wobily.com/images/f6a68190-5a05-4324-b9c0-d15875ea2e79.jpg,,,,,True,False,מלחים וביינדרים; ,,
70MZREMJDV,דקסטרוזה 500 גר,קסטרוזה-500-גר,תוספי מזון,30,0,0,,,,"שקית 500 גרם של דקסטרוזה<div>סוכר ענבים , משמש כאוכל לחידקים (סטרטר)</div>",,0.0,https://cdna.wobily.com/images/e300ba9c-bfc4-4afa-98c9-38d5889e59fe.jpg,,,,,True,False,שונות; ,,
ZI6D0M4PQD,קרטונית שרוולים לנקניקיות גריל מידות שונות,קרטונית-שרוולים-לנקניקיות-גריל-23-ממ-686-מטר,מבצעים החודש,0,1200,0,,,"גלה את שרוול הקולגן המושלמות לנקניקיות גריל - טבעיות, עמידות ונוחות לשימוש. מתאימות לכל סוגי הנקניקיות.","<div id=""product-header-content"" style=""box-sizing: border-box; padding-left: 10px; padding-right: 0px; font-family: &quot;open sans hebrew&quot;; font-size: 15px; background-color: rgb(255, 255, 255);""><div class=""left"" id=""details-image-td"" style=""box-sizing: border-box; float: right !important; width: 354px;""><div style=""box-sizing: border-box;""><div class=""only-description only-description-bottom"" itemprop=""description"" style=""box-sizing: border-box; line-height: 30px; overflow: hidden; overflow-wrap: break-word; word-break: break-word; text-overflow: clip; outline: rgb(114, 114, 114) solid 2px !important;"" tabindex=""0"">*שרוול קולגן אכיל לנקניקיות גריל מבית Devro**<div style=""box-sizing: border-box; max-width: 100%;"">&nbsp;</div><div style=""box-sizing: border-box; max-width: 100%;"" tabindex=""0"">גלה את שרוול הקולגן האיכותי שלנו לנקניקיות גריל, מבית היצרן האירופאי המוביל, Devro. מתאים לצלייה על האש, מנגל פחמים, גז, חשמלי, טיגון במחבת ופלנצ&#39;ה.</div><div style=""box-sizing: border-box; max-width: 100%;"">&nbsp;</div><div style=""box-sizing: border-box; max-width: 100%;"" tabindex=""0"">**יתרונות המוצר:**</div><div style=""box-sizing: border-box; max-width: 100%;"" tabindex=""0"">- עמיד בחום גבוה</div><div style=""box-sizing: border-box; max-width: 100%;"" tabindex=""0"">- אכיל ונוח לשימוש</div><div style=""box-sizing: border-box; max-width: 100%;"" tabindex=""0"">- מתאים למגוון שיטות בישול</div><div style=""box-sizing: border-box; max-width: 100%;"">&nbsp;</div><div style=""box-sizing: border-box; max-width: 100%;"" tabindex=""0"">שדרג את חוויית הצלייה שלך עם מוצר קולגן איכותי, המבטיח תוצאה עסיסית ומושלמת בכל פעם.</div><div style=""box-sizing: border-box; max-width: 100%;"">&nbsp;</div><div style=""box-sizing: border-box; max-width: 100%;"" tabindex=""0"">**הזמינו עכשיו באתר ותיהנו ממשלוח מהיר!**</div><div style=""box-sizing: border-box; max-width: 100%;"">&nbsp;</div><div>&nbsp;</div></div></div><div style=""box-sizing: border-box;"">&nbsp;</div></div></div>",,0.0,https://cdna.wobily.com/images/9ab85210-8c62-4c34-a1e4-fcc2b89b537a.jpg,,,,,True,False,,,
SS6UWTR1ET,רשת נגד ציפה מפלדת אל חלד (נירוסטה),רשת-נגד-ציפה-מפלדת-אל-חלד,אביזרים לסו - ויד,130,0,0,,,"רשת נגד ציפה איכותית מנירוסטה 304, לשימוש בסו-ויד, כבישת ירקות והשריית בשרים. מבטיחה שקיעה מלאה, אחידות בבישול ועמידות גבוהה. משלוח מהיר לכל הארץ!","<br />רשת נגד ציפה מפלדת אל חלד (נירוסטה)<br /><br />מחפשים פתרון מקצועי ואיכותי לשמירת מזון מתחת לפני הנוזל בבישול סו-ויד, כבישה או השרייה?<br />הכירו את הרשת נגד ציפה שלנו, העשויה מפלדת אל חלד איכותית (נירוסטה 304), שתבטיח לכם תהליך מושלם, נוח ויעיל.<br /><br />יתרונות המוצר:<br /><br />מונעת ציפה &ndash; שומרת את המזון שקוע לחלוטין מתחת לנוזל ומבטיחה בישול אחיד ויעיל.<br /><br />עמידות גבוהה &ndash; עשויה פלדת אל חלד מסוג 304 המתאימה למגע ישיר עם מזון ועמידה בפני קורוזיה וחלודה.<br /><br />עיצוב פרקטי &ndash; טבעות נירוסטה המחוברות זו לזו לנוחות מקסימלית בשימוש וניקוי קל ופשוט.<br /><br />מתאימה במיוחד לבישול סו-ויד &ndash; פתרון מושלם לשימוש ביתי או מקצועי במסעדות ובמטבחים מוסדיים.<br /><br /><br />מפרט טכני:<br /><br />חומר: נירוסטה איכותית (304)<br /><br />מידות: 43&times;28 ס&quot;מ<br /><br />משקל: 565 גרם<br /><br />קוטר טבעת: 1 ס&quot;מ<br /><br /><br />למי מתאים?<br /><br />חובבי בישול סו-ויד<br /><br />תעשיית המזון והמסעדנות<br /><br />הכנת נקניקים, כבישה והשריית מזונות שונים במטבח המקצועי והביתי<br /><br /><br />לפרטים נוספים או לרכישה, צרו איתנו קשר ונשמח לעזור!",,0.0,https://cdna.wobily.com/images/077c657e-a8c4-438b-8cb7-f5cb75c97e6d.jpg,,,,,True,False,סו-ויד ועביזרים; ,,
4ZANLSONS4BHNNQ,רשת רולדה 3 מטר גודל 18,רשת-רולדה,שרוולים לנקניקים,30,0,0,0.0,,"180 מ""מ 3 מטר",,,,https://cdna.wobily.com/images/6e922ffc-5601-4b72-b426-0764788714e2.jpg,,,,,True,False,,,
6ORM70WEJZ,רשת רולדה 50 מטר גודל 16,רשת-רולדה-50-מטר-160-ממ,שרוולים לנקניקים,120,0,0,,,,רשת רולדה 50 מטר גודל 16,0.0,0.0,https://cdna.wobily.com/images/8c06e127-d1ac-477e-a59c-37f3d76aa27d.jpg,,,,,True,False,,,
H5MTOXWUTV,נסורת חביות עץ אלון לעישון קר: מוסקט Muscat 500 gr,שבבי-חביות-עץ-אלון-לעישון-קר-מוסקט-Muscat-500-gr,עישון קַר,60,45,0,,,,עץ ארומטי גרוס לעישון קר מחבית עץ אלון שהכילה מוסקט Muscat 500 gr,18.0,0.0,https://cdna.wobily.com/images/8b05960c-cdb7-474e-be7d-58d730e34772.jpg,,,,,True,False,שבבי עץ לעישון; מבצעים החודש; ,,
XICTUOL09O,שבבי עץ מהחבית לעישון 900 גרם,שבבי-עץ-אלון-לעישון-900-גרם,שבבי עץ לעישון,69,0,0,37.5,,,"שבבים מחביות עץ אלון שיושן בהן שרימושלם לעישון בשרים, דגים, עופות, ירקות ועוד…יש להשרות במים במשך 30-60 דקות לפני השימושלקבלת תוצאה מיטבית יש להניח ישירות על גבי הגחלים או בתיבת שבבים  לעישוןמתאים לגרילים ולמעשנות פחם, חשמל וגזהאריזה ניתנת לסגירה הרמטית לאחר פתיחתה",,0.0,https://cdna.wobily.com/images/82f25087-22f9-4d18-bfa9-3cddd7e9f656.jpg,,,,,True,False,עישון חם; ,,
L1YPEN83FQ,"שבבי עץ דובדבן 6 מ""מ 500 גר",שבבי-עץ-דובדבן-6-ממ-500-גר,שבבי עץ לעישון,35,0,0,8.5,,,"יש אפשרות להזמין שק של 20 ק&quot;ג. רק בהזמנה מראש, ורק באיסוף עצמי. במחיר 450₪",,0.0,https://cdna.wobily.com/images/ebfc3486-b945-4d3c-a3f2-0657e8b0b8ec.jpg,,,,,True,False,עישון חם; ,,
EDBAWQKTEX,שבבי עץ זית לעישון חם  900 גרם,שבבי-עץ-זית-לעישון-חם-900-גרם,עישון חם,80,69,0,,,,"שבבי עץ זית<br />מושלם לעישון בשרים, עופות, ירקות ועוד...<br /><br />יש להשרות במים במשך 30-60 דקות לפני השימוש<br />לקבלת תוצאה מיטבית יש להניח ישירות על גבי הגחלים או בתיבת שבבים  לעישון<br />מתאים לגרילים ולמעשנות חשמליות וגז<br /><br />משקל: 900 גר",5.0,0.9,https://cdna.wobily.com/images/d6e33a99-7cc2-4c1f-9fc2-ebfbafaaf4a5.jpg,,,,,True,False,שבבי עץ לעישון; ,,
20Z9EHTXP4,שבבי עץ לעישון חם אגס 900 גרם,שבבי-עץ-לעישון-חם-אגס-900-גרם,עישון חם,80,69,0,,,,"שבבי עץ בטעם אגס<br />מושלם לעישון בשרים, דגים, עופות, ירקות ועוד...<br /><br />יש להשרות במים במשך 30-60 דקות לפני השימוש<br />לקבלת תוצאה מיטבית יש להניח ישירות על גבי הגחלים או בתיבת שבבים (ראו באתר) לעישון<br />מתאים לגרילים ולמעשנות חשמליות וגז<br /><br />משקל: 900 גר&#39;",6.0,0.0,https://cdna.wobily.com/images/f61bba99-d43c-45af-b77e-b48ed7f3dd82.jpg,,,,,True,False,שבבי עץ לעישון; ,,
MQT8CB02MP,שבבי עץ גפן לעישון חם  900 גרם,שבבי-עץ-לעישון-חם-אלון-900-גרם,עישון חם,80,69,0,,,,"שבבי עץ גפן<br />מושלם לעישון בשרים, עופות, ירקות ועוד...<br /><br />יש להשרות במים במשך 30-60 דקות לפני השימוש<br />לקבלת תוצאה מיטבית יש להניח ישירות על גבי הגחלים או בתיבת שבבים  לעישון<br />מתאים לגרילים ולמעשנות חשמליות וגז<br /><br />משקל: 900 גר",2.0,0.9,https://cdna.wobily.com/images/d6e33a99-7cc2-4c1f-9fc2-ebfbafaaf4a5.jpg,,,,,True,False,שבבי עץ לעישון; ,,
YC9MVWZDTJ,שבבי עץ לעישון חם אפרסק 900 גרם,שבבי-עץ-לעישוןחם-אפרסק-900-גרם,עישון חם,80,69,0,,,,"שבבי עץ אפרסק<br />מושלם לעישון בשרים, דגים, עופות, ירקות ועוד...<br /><br />יש להשרות במים במשך 30-60 דקות לפני השימוש<br />לקבלת תוצאה מיטבית יש להניח ישירות על גבי הגחלים או בתיבת שבבים (ראו באתר) לעישון<br />מתאים לגרילים ולמעשנות חשמליות וגז<br /><br />משקל: 900 גר",8.0,0.9,https://cdna.wobily.com/images/d6e33a99-7cc2-4c1f-9fc2-ebfbafaaf4a5.jpg,,,,,True,False,שבבי עץ לעישון; ,,
P9R30NDB47,שבבי עץ לעישון חם עשור 900 גרם,שבבי-עץ-לעישון-חם-עשור-900-גרם,עישון חם,80,69,0,,,,"שבבי עץ אשור<br />מושלם לעישון בשרים, דגים, עופות, ירקות ועוד...<br /><br />יש להשרות במים במשך 30-60 דקות לפני השימוש<br />לקבלת תוצאה מיטבית יש להניח ישירות על גבי הגחלים או בתיבת שבבים (ראו באתר) לעישון<br />מתאים לגרילים ולמעשנות חשמליות וגז<br /><br />משקל: 900 גר",4.0,0.9,https://cdna.wobily.com/images/d6e33a99-7cc2-4c1f-9fc2-ebfbafaaf4a5.jpg,,,,,True,False,שבבי עץ לעישון; ,,
7M7BD05ZKP,שבלול עישון קר,שבלול-עישון-קר,מוצרי עזר,120,90,0,43.0,,,,5.0,0.0,https://cdna.wobily.com/images/a977b985-9321-4ad0-a1e4-1c4d5d917c3e.jpg,,,,,True,False,,,
JOWB3XZBP7,"שקיות ואקום חלקות 20×30 ס""מ 100 יחידות",שקיות-ואקום-חלקות-20×30-סמ-100-יחידות,שקיות ואקום חלקות,70,0,0,35.0,,,"שקיות ואקום חלקות 90 מיקרון.&nbsp;<br />שקיות הוואקום מיוצרות באיטליה תחת הקפדה על איכות גבוהה במיוחד.<div>השקיות מתאימות למגוון שימושים: בישול ביתי, מסעדות, קייטרינג, תעשייה ועוד</div><div>איכות השקיות מאפשרת שימוש נכון ויעיל לדוגמא: לצורך בישול בטכנולוגית סוויד - sous vide , אריזת מוצרים חדים וכו&#39;.</div><div>&nbsp;</div><div><br />&nbsp;</div>",,0.0,https://cdna.wobily.com/images/47013944-111f-4fe6-84e9-426f955ff8f7.jpg,,,,,True,False,סו-ויד ועביזרים; ,,
LJQVA2NRRQ,"שקיות ואקום חלקות 25×35 ס""מ  100 יח",שקיות-ואקום-חלקות-25×35-סמ-100-יח,שקיות ואקום חלקות,100,0,0,52.0,,,"<span style=""font-family: &quot;open sans hebrew&quot;; font-size: 15px; background-color: rgb(255, 255, 255);"">שקיות ואקום חלקות 90 מיקרון.&nbsp;</span><br style=""box-sizing: border-box; font-family: &quot;open sans hebrew&quot;; font-size: 15px; background-color: rgb(255, 255, 255);"" /><span style=""font-family: &quot;open sans hebrew&quot;; font-size: 15px; background-color: rgb(255, 255, 255);"">שקיות הוואקום מיוצרות באיטליה תחת הקפדה על איכות גבוהה במיוחד.</span><div style=""box-sizing: border-box; max-width: 100%; font-family: &quot;open sans hebrew&quot;; font-size: 15px; background-color: rgb(255, 255, 255);"" tabindex=""0"">השקיות מתאימות למגוון שימושים: בישול ביתי, מסעדות, קייטרינג, תעשייה ועוד</div><div style=""box-sizing: border-box; max-width: 100%; font-family: &quot;open sans hebrew&quot;; font-size: 15px; background-color: rgb(255, 255, 255);"" tabindex=""0"">איכות השקיות מאפשרת שימוש נכון ויעיל לדוגמא: לצורך בישול בטכנולוגית סוויד - sous vide , אריזת מוצרים חדים וכו&#39;.</div>",,0.0,https://cdna.wobily.com/images/942c54a4-8776-41a9-8886-25c7300466ee.jpg,,,,,True,False,סו-ויד ועביזרים; ,,
425QG5VRW9,"שקיות ואקום חלקות 30×40 ס""מ 100 יחידות",שקיות-ואקום-חלקות-30×40-סמ-100-יחידות,שקיות ואקום חלקות,125,0,0,71.0,,,"<span style=""font-family: &quot;open sans hebrew&quot;; font-size: 15px; background-color: rgb(255, 255, 255);"">שקיות ואקום חלקות 90 מיקרון.&nbsp;</span><br style=""box-sizing: border-box; font-family: &quot;open sans hebrew&quot;; font-size: 15px; background-color: rgb(255, 255, 255);"" /><span style=""font-family: &quot;open sans hebrew&quot;; font-size: 15px; background-color: rgb(255, 255, 255);"">שקיות הוואקום מיוצרות באיטליה תחת הקפדה על איכות גבוהה במיוחד.</span><div style=""box-sizing: border-box; max-width: 100%; font-family: &quot;open sans hebrew&quot;; font-size: 15px; background-color: rgb(255, 255, 255);"" tabindex=""0"">השקיות מתאימות למגוון שימושים: בישול ביתי, מסעדות, קייטרינג, תעשייה ועוד</div><div style=""box-sizing: border-box; max-width: 100%; font-family: &quot;open sans hebrew&quot;; font-size: 15px; background-color: rgb(255, 255, 255);"" tabindex=""0"">איכות השקיות מאפשרת שימוש נכון ויעיל לדוגמא: לצורך בישול בטכנולוגית סוויד - sous vide , אריזת מוצרים חדים וכו&#39;.</div>",,0.0,https://cdna.wobily.com/images/172cd1e8-d5d8-4582-a49a-c72a2b9d00da.jpg,,,,,True,False,סו-ויד ועביזרים; ,,
MYBCNW0X4E,"שקיות ואקום חלקות 40x60 ס""מ 100 יחידות",שקיות-ואקום-חלקות-40x60-סמ-100-יחידות,שקיות ואקום חלקות,160,0,0,105.0,,,70 מיקרון ,4.0,0.0,https://cdna.wobily.com/images/172cd1e8-d5d8-4582-a49a-c72a2b9d00da.jpg,,,,,True,False,,,
RQABMBA80E,"שקיות ואקום מחורצות למזון 20x30 ס""ם 50 יחידות",שקיות-ואקום-מחורצות-20x30-סם-100-יחידות,סו-ויד ועביזרים,65,0,0,67.86,0.0,,"<div tabindex=""0"">שקיות ואקום מחורצות לשימור ובישול מזון בסו-ויד. השקיות מיועדות לכל סוגי המכונות הוואקום הבייתיות.<br />כמות: 50 יחידות השקיות עומדות בדרישות התקן של המכון התקנים הישראלי ובטוחות לישמוש עם מזון.</div><div tabindex=""0"">&nbsp;</div><div tabindex=""0"">&nbsp;</div><div tabindex=""0"">&nbsp;</div><div tabindex=""0"">&nbsp;</div><div tabindex=""0"">&nbsp;</div><div tabindex=""0"">&nbsp;</div><div tabindex=""0"">&nbsp;</div><div tabindex=""0"">&nbsp;</div><div tabindex=""0"">&nbsp;</div><div tabindex=""0"">&nbsp;</div><div class=""s3gt_translate_tooltip_mini_box"" id=""s3gt_translate_tooltip_mini"" style=""background: initial !important; border: initial !important; border-radius: initial !important; border-spacing: initial !important; border-collapse: initial !important; direction: ltr !important; flex-direction: initial !important; font-weight: initial !important; height: initial !important; letter-spacing: initial !important; min-width: initial !important; max-width: initial !important; min-height: initial !important; max-height: initial !important; margin: auto !important; outline: initial !important; padding: initial !important; position: absolute; table-layout: initial !important; text-align: initial !important; text-shadow: initial !important; width: initial !important; word-break: initial !important; word-spacing: initial !important; overflow-wrap: initial !important; box-sizing: initial !important; display: initial !important; color: inherit !important; font-size: 13px !important; font-family: X-LocaleSpecific, sans-serif, Tahoma, Helvetica !important; line-height: 13px !important; vertical-align: top !important; white-space: inherit !important; left: 935px; top: 35px; opacity: 0.15;"">&nbsp;</div><div class=""right"" id=""details-props-td""><div class=""product-checkout"" style=""""><div class=""product-title-cont""><div><div class=""only-description only-description-top"" itemprop=""description"">&nbsp;</div>&nbsp;<div class=""cc-product-details-payment-infos-and-share"">&nbsp;</div><div class=""clear"">&nbsp;</div></div></div><div class=""clear"">&nbsp;</div></div></div>",,0.0,https://cdna.wobily.com/images/7da1fd6a-0228-4ec0-b4b5-3295be703e93.jpg,,,,,True,False,שקיות ואקום מחורצות; ,,
IODT564HF2,"שקיות ואקום מחורצות למזון 25x35 ס""ם 100 יחידות",שקיות-ואקום-מחורצות-25x35-סם-100-יחידות,סו-ויד ועביזרים,160,0,0,105.3,0.0,,"<div id=""product-header-content"" style=""box-sizing: border-box; padding-left: 10px; padding-right: 0px; font-family: &quot;open sans hebrew&quot;; font-size: 15px; background-color: rgb(255, 255, 255);""><div class=""left"" id=""details-image-td"" style=""box-sizing: border-box; float: right !important; width: 354px;""><div class=""right"" id=""details-props-td"" style=""box-sizing: border-box; float: left !important; width: 354px; margin-left: 0px; margin-bottom: 25px; z-index: 100; position: relative; max-width: 100%; margin-right: 0px;""><div class=""product-checkout"" style=""box-sizing: border-box;""><div class=""product-title-cont"" style=""box-sizing: border-box;""><div class=""s3gt_translate_tooltip_mini_box"" id=""s3gt_translate_tooltip_mini"" is_mini=""true"" style=""box-sizing: initial !important; max-width: initial !important; position: absolute; left: 935px; top: 35px; opacity: 0.15; background: initial !important; border: initial !important; border-radius: initial !important; border-spacing: initial !important; border-collapse: initial !important; direction: ltr !important; flex-direction: initial !important; font-weight: initial !important; height: initial !important; letter-spacing: initial !important; min-width: initial !important; min-height: initial !important; max-height: initial !important; margin: auto !important; outline: initial !important; padding: initial !important; table-layout: initial !important; text-align: initial !important; text-shadow: initial !important; width: initial !important; word-break: initial !important; word-spacing: initial !important; overflow-wrap: initial !important; display: initial !important; color: inherit !important; font-size: 13px !important; font-family: X-LocaleSpecific, sans-serif, Tahoma, Helvetica !important; line-height: 13px !important; vertical-align: top !important; white-space: inherit !important;""><div class=""s3gt_translate_tooltip_mini"" id=""s3gt_translate_tooltip_mini_logo"" style=""box-sizing: border-box; max-width: 100%;"" title=""Translate selected text"">&nbsp;</div><div class=""s3gt_translate_tooltip_mini"" id=""s3gt_translate_tooltip_mini_sound"" style=""box-sizing: border-box; max-width: 100%;"" title=""Play"" title_play=""Play"" title_stop=""Stop"">&nbsp;</div><div class=""s3gt_translate_tooltip_mini"" id=""s3gt_translate_tooltip_mini_copy"" style=""box-sizing: border-box; max-width: 100%;"" title=""Copy text to Clipboard"">&nbsp;</div></div>שקיות ואקום מחורצות לשימור ובישול מזון בסו-ויד. השקיות מיועדות לכל סוגי המכונות הוואקום הבייתיות.<br />כמות: 100 יחידות השקיות עומדות בדרישות התקן של המכון התקנים הישראלי ובטוחות לישמוש עם מזון.<div class=""cc-product-details-payment-infos-and-share"" style=""box-sizing: border-box;"">&nbsp;</div><div class=""clear"" style=""box-sizing: border-box; clear: both;"">&nbsp;</div></div><div class=""clear"" style=""box-sizing: border-box; clear: both;"">&nbsp;</div></div></div><div style=""box-sizing: border-box;"">&nbsp;</div><div style=""box-sizing: border-box;"">&nbsp;</div></div></div>",9.0,0.0,https://cdna.wobily.com/images/0d3f5f2a-61a5-4656-ba88-4f2a1dde2a75.jpg,,,,,True,False,שקיות ואקום מחורצות; ,,
FXZOQT68MS,"שקיות ואקום מחורצות למזון 30X40 ס""מ 100 יחדות",שקיות-ואקום-מחורצות-30X40,סו-ויד ועביזרים,170,0,0,115.0,,שקיות ואקום מחורצות למזון במיוחד לבישול בסו-ויד,שקיות ואקום מחורצות לשימור ובישול מזון בסו-ויד. השקיות מיועדות לכל סוגי המכונות הוואקום הבייתיות.<br />כמות: 100 יחידות השקיות עומדות בדרישות התקן של המכון התקנים הישראלי ובטוחות לישמוש עם מזון.,8.0,0.0,https://cdna.wobily.com/images/d9715317-da70-40ed-a2ce-828203ae4f72.jpg,,,,,True,False,שקיות ואקום מחורצות; ,,
XIDUHXGI2J,"שקיות ואקום מחורצות למזון 15x30 ס""ם  100 יחידות",שקיות-ואקום-מחורצות-35x25-סמ-100-יחידות,סו-ויד ועביזרים,90,0,0,51.48,,שקיות ואקום ,"<div>שקיות ואקום מחורצות לשימור ובישול מזון בסו-ויד. השקיות מיועדות לכל סוגי המכונות הוואקום הבייתיות.<br />כמות: 100 יחידות השקיות עומדות בדרישות התקן של המכון התקנים הישראלי ובטוחות לישמוש עם מזון.</div><div>&nbsp;</div><div>&nbsp;</div><div>&nbsp;</div><div>&nbsp;</div><div class=""s3gt_translate_tooltip_mini_box"" id=""s3gt_translate_tooltip_mini"" is_mini=""true"" style=""background: initial !important; border: initial !important; border-radius: initial !important; border-spacing: initial !important; border-collapse: initial !important; direction: ltr !important; flex-direction: initial !important; font-weight: initial !important; height: initial !important; letter-spacing: initial !important; min-width: initial !important; max-width: initial !important; min-height: initial !important; max-height: initial !important; margin: auto !important; outline: initial !important; padding: initial !important; position: absolute; table-layout: initial !important; text-align: initial !important; text-shadow: initial !important; width: initial !important; word-break: initial !important; word-spacing: initial !important; overflow-wrap: initial !important; box-sizing: initial !important; display: initial !important; color: inherit !important; font-size: 13px !important; font-family: X-LocaleSpecific, sans-serif, Tahoma, Helvetica !important; line-height: 13px !important; vertical-align: top !important; white-space: inherit !important; left: 935px; top: 35px; opacity: 0.15;""><div class=""s3gt_translate_tooltip_mini"" id=""s3gt_translate_tooltip_mini_logo"" title=""Translate selected text"">&nbsp;</div><div class=""s3gt_translate_tooltip_mini"" id=""s3gt_translate_tooltip_mini_sound"" title=""Play"" title_play=""Play"" title_stop=""Stop"">&nbsp;</div><div class=""s3gt_translate_tooltip_mini"" id=""s3gt_translate_tooltip_mini_copy"" title=""Copy text to Clipboard"">&nbsp;</div></div><link href=""moz-extension://9b9d073b-7818-44e6-a5b1-ceb6aa21c11e/skin/s3gt_tooltip_mini.css"" rel=""stylesheet"" type=""text/css"" /><style media=""print"" type=""text/css"">#s3gt_translate_tooltip_mini { display: none !important; }</style>",,0.0,https://cdna.wobily.com/images/d782a6f7-2837-40bf-a1ec-bea7566fdaf7.jpg,,,,,True,False,שקיות ואקום מחורצות; ,,
I0G7NCBSXO,"שרבול פיברוזי כשר בעיצוב פרחוני 85 מ""מ 13 מטר",שרבול-פיברוזי-בעיצוב-פרחוני-85-ממ-2-מטר,שרוולים לנקניקים,300,0,0,,,,"שרבול פיברוזי בעיצוב פרחוני הוא המענה המושלם לכל אוהבי הנקניקים! 🌸 הוא לא רק מוסיף מגע ייחודי למראה המנה, אלא גם מבטיח הכנה קלה ויעילה. 🍽️ השרבול מעניק למוצר סגנון ואסתטיקה, ויחד עם זאת מאפשר יצירת נקניקים עסיסיים ומלאי טעם. 🌟 השימוש בו פשוט, והגשה מרשימה לכל אירוע היא הכרחית. 🎉 התנסו בשרבול הזה ותראו שהנקניקים שלכם ימשכו רגשות ומחמאות! 🥳",1.0,0.15,https://cdna.wobily.com/images/d52cffbd-2c1f-4b17-aced-d33416e72060.jpg,https://cdna.wobily.com/images/71b04fba-c6d1-43b2-b2a0-eb4c1020b541.jpg,,,,True,False,שרוולים פיברוז; שרוולים כשרים; ,,
1K4NS35OZK,שרוול בד כשר עם ציפי פלפל שחור,שרוול-בד-עם-ציפי-פלפל-שחור,שרוולים לנקניקים,40,0,0,,,,שרוול עם צפוי פלפל שחור. אורך 50 ס&quot;מ קותר 60 מ&quot;מ מתאים לנקניקים יבשים ומבשלים.,,0.0,https://cdna.wobily.com/images/75b6eaa8-5d29-4830-9a2f-ed0eed905fdc.jpg,https://cdna.wobily.com/images/15ff208b-3a76-4547-ac44-d8b9ba6a8a1c.jpg,,,,True,False,שרוולים בד עם תבלינים; שרוולים כשרים; ,,
